UniqueID,BottleNo,True Bottle ID,NumID,Location No,,Lake ID (4 dig.),Sampling Type (B/S),NH4Results,NOxResults,PO4Results,TPResults,NH4 BDL,Nox BDL,PO4 BDL,TP BDL,Microcystin Concentration,Chla (Avg 24 and on),Pheo (Avg 24 and on),NPOC (AVG) mg/L? [TOC],TN (AVG) mg/L? [TOC],Secchi Depth (m),Lat,Long,Month,Day,Year,Exclude,Date,FLIR,TIMEHHMMSS,DATEMMDDYYYY,FILENAME,FAULTCODE,BAROMETERMMHG,CONDSCM,SPCONDSCM,TDSMGL,SALPSU,NLFCONDSCM,DEPTHM,VERTICALPOSITIONM,PRESSUREPSIA,ODOSAT,ODOMGL,ODOCB,GPSLATITUDE,GPSLONGITUDE,ALTITUDEM,ORPMV,PH,PHMV,CABLEPWRV,BATTERYV,TEMPC,TURBIDITYFNU,TSSMGL,SITE
10172,20230630-FREE-S4,20230630-FREE-S?,?,?,,FREE,Shore,0.0999,0.696,-0.004,0.106,0.05,0.696,0.05,0.106,NO DATA,22.73,NO DATA,,,,40.73089,-86.75802,6,30,2023,FALSE,6/30/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,20230630-FREE-S5,20230630-FREE-S?,?,?,,FREE,Shore,0.0615,0.851,-0.007,0.0735,0.05,0.851,0.05,0.05,NO DATA,10.99,NO DATA,,,,40.74553,-86.75727,6,30,2023,FALSE,6/30/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,20230706-SALA-S1,20230706-SALA-S?,?,?,,SALA,Shore,0.0261,3.259,-0.005,0.06,0.05,3.259,0.05,0.05,NO DATA,23.67,NO DATA,,,,40.80332,-85.66524,7,6,2023,FALSE,7/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10175,20230706-SALA-S2,20230706-SALA-S?,?,?,,SALA,Shore,0.0387,3.454,-0.0075,0.042,0.05,3.454,0.05,0.05,NO DATA,22.47,NO DATA,,,,40.7922,-85.66695,7,6,2023,FALSE,7/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,20230706-SALA-S3,20230706-SALA-S?,?,?,,SALA,Shore,0.0322,3.197,-0.01,0.057,0.05,3.197,0.05,0.05,NO DATA,25.46,NO DATA,,,,40.77241,-85.63995,7,6,2023,FALSE,7/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,20230706-SALA-S4,20230706-SALA-S?,?,?,,SALA,Shore,0.035233333,3.154,-0.009333333,0.053,0.05,3.154,0.05,0.05,NO DATA,15.13,NO DATA,,,,40.77753,-85.64613,7,6,2023,FALSE,7/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10178,20230706-SALA-S6,20230706-SALA-S?,?,?,,SALA,Shore,,,,0.0585,0.05,0.05,0.05,0.05,NO DATA,37.72,NO DATA,,,,40.77908,-85.63494,7,6,2023,FALSE,7/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10179,20230706-SALA-S7,20230706-SALA-S?,?,?,,SALA,Shore,0.0424,3.003,-0.011,0.0405,0.05,3.003,0.05,0.05,NO DATA,23.64,NO DATA,,,,40.77243,-85.60503,7,6,2023,FALSE,7/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10180,20230706-SALA-S8,20230706-SALA-S?,?,?,,SALA,Shore,0.0498,3.644,-0.012,0.0655,0.05,3.644,0.05,0.05,NO DATA,42.69,NO DATA,,,,40.75119,-85.58153,7,6,2023,FALSE,7/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10181,20230711-MISS-B1,20230711-MISS-B1,2101,1,,MISS,Boat,0.0169,3.861,-0.005,0.0385,0.05,3.861,0.05,0.05,NO DATA,35.71,NO DATA,,,,40.680888,-85.889013,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10182,20230711-MISS-B2,20230711-MISS-B2,2102,2,,MISS,Boat,0.0284,4.19,-0.012,0.0485,0.05,4.19,0.05,0.05,NO DATA,33.13,NO DATA,,,,40.678037,-85.87621,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10183,20230711-MISS-B3,20230711-MISS-B3,2103,3,,MISS,Boat,0.0093,4.656,-0.01,0.044,0.05,4.656,0.05,0.05,NO DATA,33.28,NO DATA,,,,40.671594,-85.868559,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184,20230711-MISS-B4,20230711-MISS-B4,2104,4,,MISS,Boat,0.012,5.915,-0.01,0.061,0.05,5.915,0.05,0.05,NO DATA,21.51,NO DATA,,,,40.663654,-85.864614,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185,20230711-MISS-B5,20230711-MISS-B5,2105,5,,MISS,Boat,0.0228,6.285,-0.007,0.09,0.05,6.285,0.05,0.05,NO DATA,34.53,NO DATA,,,,40.66933,-85.845554,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10186,20230711-MISS-B6,20230711-MISS-B6,2106,6,,MISS,Boat,0.0483,5.734,0.002,0.0855,0.05,5.734,0.05,0.05,NO DATA,30.10,NO DATA,,,,40.674352,-85.830182,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10187,20230711-MISS-B7,20230711-MISS-B7,2107,7,,MISS,Boat,0.0386,3.899,-0.008,0.05225,0.05,3.899,0.05,0.05,NO DATA,40.11,NO DATA,,,,40.689432,-85.896206,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10188,20230711-MISS-B8,20230711-MISS-B8,2108,8,,MISS,Boat,0.0142,3.386,-0.004,0.049,0.05,3.386,0.05,0.05,NO DATA,35.25,NO DATA,,,,40.694126,-85.906412,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10189,20230711-MISS-B9,20230711-MISS-B9,2109,9,,MISS,Boat,0.0312,3.459,-0.012,0.039,0.05,3.459,0.05,0.05,NO DATA,35.36,NO DATA,,,,40.703916,-85.928926,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10190,20230711-MISS-B10,20230711-MISS-B10,2110,10,,MISS,Boat,0.0143,3.464,-0.01,0.03975,0.05,3.464,0.05,0.05,NO DATA,36.89,NO DATA,,,,40.69421,-85.918417,7,11,2023,FALSE,7/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,20230713-SHAF-S2,20230713-SHAF-S?,?,?,,SHAF,Shore,0.0421,1.48,-0.002,0.08475,0.05,1.48,0.05,0.05,0.003,38.95,NO DATA,,,,40.808892,-86.794428,7,13,2023,FALSE,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10192,20230713-SHAF-S3,20230713-SHAF-S?,?,?,,SHAF,Shore,0.0156,0.511,-0.008,0.11225,0.05,0.511,0.05,0.11225,0.026,94.53,NO DATA,,,,40.823616,-86.794668,7,13,2023,FALSE,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10193,20230713-SHAF-S4,20230713-SHAF-S?,?,?,,SHAF,Shore,4.6784,0.04,1.44,36.992,4.6784,0.05,1.44,36.992,0.287,45.44,NO DATA,,,,40.84342,-86.817579,7,13,2023,FALSE,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10194,20230713-FREE-S1,20230713-FREE-S?,?,?,,FREE,Shore,0.048,0.496,-0.01,0.0715,0.05,0.496,0.05,0.05,0.067,66.63,NO DATA,,,,40.693818,-86.766985,7,13,2023,FALSE,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10195,20230713-FREE-S2,20230713-FREE-S?,?,?,,FREE,Shore,0.0945,0.261,-0.005,0.0585,0.05,0.261,0.05,0.05,0.074,51.99,NO DATA,,,,40.666174,-86.75294,7,13,2023,FALSE,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,20230713-FREE-S3,20230713-FREE-S?,?,?,,FREE,Shore,0.1069,0.253,-0.012,0.086,0.1069,0.253,0.05,0.05,0.014,56.17,NO DATA,,,,40.680702,-86.75201,7,13,2023,FALSE,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10197,20230713-FREE-S4,20230713-FREE-S?,?,?,,FREE,Shore,0.0738,1.496,-0.007,,0.05,1.496,0.05,0.05,NO DATA,56.89,NO DATA,,,,40.730876,-86.757884,7,13,2023,FALSE,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10198,20230713-FREE-S5,20230713-FREE-S?,?,?,,FREE,Shore,0.0751,1.571,0.003,0.076,0.05,1.571,0.05,0.05,0.014,NO DATA,NO DATA,,,,40.745742,-86.757274,7,13,2023,FALSE,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,20230718-SHAF-S2,20230718-SHAF-S?,?,?,,SHAF,Shore,0.05435,1.093,0.158,,0.05,1.093,0.158,0.05,NO DATA,23.96,NO DATA,,,,40.808793,-86.794627,7,18,2023,FALSE,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,20230718-SHAF-S3,20230718-SHAF-S?,?,?,,SHAF,Shore,0.1404,0.166,0.228,,0.1404,0.166,0.228,0.05,NO DATA,66.37,NO DATA,,,,40.823822,-86.794567,7,18,2023,FALSE,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,20230718-SHAF-S4,20230718-SHAF-S?,?,?,,SHAF,Shore,0.8773,1.017,0.625,0.776,0.8773,1.017,0.625,0.776,NO DATA,32.31,NO DATA,,,,40.843417,-86.817468,7,18,2023,FALSE,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202,20230718-FREE-S1,20230718-FREE-S?,?,?,,FREE,Shore,0.079,0.632,-0.009,0.055,0.05,0.632,0.05,0.05,NO DATA,30.67,NO DATA,,,,40.693662,-86.766958,7,18,2023,FALSE,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,20230718-FREE-S2,20230718-FREE-S?,?,?,,FREE,Shore,0.0257,0.212,-0.011,0.062,0.05,0.212,0.05,0.05,NO DATA,71.00,NO DATA,,,,40.667366,-86.752372,7,18,2023,FALSE,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204,20230718-FREE-S3,20230718-FREE-S?,?,?,,FREE,Shore,0.0291,0.411,-0.009,0.0555,0.05,0.411,0.05,0.05,NO DATA,57.48,NO DATA,,,,40.680769,-86.752055,7,18,2023,FALSE,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10205,20230718-FREE-S4,20230718-FREE-S?,?,?,,FREE,Shore,0.1011,0.699,0.234,,0.1011,0.699,0.234,0.05,0.039,67.12,NO DATA,,,,40.730885,-86.757958,7,18,2023,FALSE,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10206,20230718-FREE-S5,20230718-FREE-S?,?,?,,FREE,Shore,0.0342,0.804,-0.007,0.0825,0.05,0.804,0.05,0.05,NO DATA,49.23,NO DATA,,,,40.745498,-86.757239,7,18,2023,FALSE,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10207,20230721-SALA-B1,20230721-SALA-B1,3101,1,,SALA,Boat,0.0475,2.71,-0.01,0.0075,0.05,2.71,0.05,0.05,0.159,23.62,NO DATA,,,,40.772184,-85.643702,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10208,20230721-SALA-B2,20230721-SALA-B2,3102,2,,SALA,Boat,0.0407,2.613,-0.01,0.0105,0.05,2.613,0.05,0.05,0.125,25.11,NO DATA,,,,40.770507,-85.648169,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10209,20230721-SALA-B3,20230721-SALA-B3,3103,3,,SALA,Boat,0.0243,2.794,-0.011,0.04,0.05,2.794,0.05,0.05,0.07,19.23,NO DATA,,,,40.781067,-85.644578,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,20230721-SALA-B4,20230721-SALA-B4,3104,4,,SALA,Boat,0.0526,2.757,-0.009,0.083,0.05,2.757,0.05,0.05,0.154,29.59,NO DATA,,,,40.784197,-85.637713,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,20230721-SALA-B5,20230721-SALA-B5,3105,5,,SALA,Boat,0.0374,2.926,-0.01,0.027,0.05,2.926,0.05,0.05,0.285,19.03,NO DATA,,,,40.775149,-85.62365,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,20230721-SALA-B6,20230721-SALA-B6,3106,6,,SALA,Boat,0.0436,2.887,-0.013,0.045,0.05,2.887,0.05,0.05,0.171,25.73,NO DATA,,,,40.77553,-85.606425,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10213,20230721-SALA-B7,20230721-SALA-B7,3107,7,,SALA,Boat,0.1142,1.352,0.247,0.08075,0.1142,1.352,0.247,0.05,0.11,29.72,NO DATA,,,,40.775836,-85.579385,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10214,20230721-SALA-B8,20230721-SALA-B8,3108,8,,SALA,Boat,0.1517,2.308,0.27,0.049,0.1517,2.308,0.27,0.05,0.314,24.87,NO DATA,,,,40.766466,-85.597956,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10215,20230721-SALA-B9,20230721-SALA-B9,3109,9,,SALA,Boat,0.0994,2.976,0.409,0.0445,0.05,2.976,0.409,0.05,0.334,21.28,NO DATA,,,,40.756111,-85.59522,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10216,20230721-SALA-B10,20230721-SALA-B10,3110,10,,SALA,Boat,0.1364,4.069,0.304,0.055,0.1364,4.069,0.304,0.05,0.381,19.74,NO DATA,,,,40.756017,-85.581189,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10217,20230721-SALA-B11,20230721-SALA-B11,3111,11,,SALA,Boat,0.0331,4.209,-0.008,0.084,0.05,4.209,0.05,0.05,0.195,46.26,NO DATA,,,,40.74494,-85.569294,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10218,20230721-SALA-B12,20230721-SALA-B12,3112,12,,SALA,Boat,0.2361,3.129,0.391,,0.2361,3.129,0.391,0.05,0.355,37.75,NO DATA,,,,40.747396,-85.549599,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10219,20230721-SALA-B13,20230721-SALA-B13,3113,13,,SALA,Boat,0.0558,2.68,0.34,0.042,0.05,2.68,0.34,0.05,0.347,23.21,NO DATA,,,,40.780465,-85.637154,7,21,2023,FALSE,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10220,20230727-MISS-B1,20230727-MISS-B1,2101,1,,MISS,Boat,0.0385,4.544,0.26,0.026,0.05,4.544,0.26,0.05,0.329,14.51,NO DATA,,,,40.681922,-85.888621,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10221,20230727-MISS-B2,20230727-MISS-B2,2102,2,,MISS,Boat,0.0603,4.699,0.278,0.03,0.05,4.699,0.278,0.05,0.185,14.74,NO DATA,,,,40.676792,-85.876581,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10222,20230727-MISS-B3,20230727-MISS-B3,2103,3,,MISS,Boat,0.0587,5.504,0.342,0.0345,0.05,5.504,0.342,0.05,0.347,11.87,NO DATA,,,,40.67101,-85.869494,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10223,20230727-MISS-B4,20230727-MISS-B4,2104,4,,MISS,Boat,0.0614,5.051,0.199,0.0435,0.05,5.051,0.199,0.05,0.373,13.71,NO DATA,,,,40.663311,-85.865977,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10224,20230727-MISS-B5,20230727-MISS-B5,2105,5,,MISS,Boat,,,,0.076,0.05,0.05,0.05,0.05,0.406,17.22,NO DATA,,,,40.668644,-85.847111,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10225,20230727-MISS-B6,20230727-MISS-B6,2106,6,,MISS,Boat,0.0387,5.776,0.412,0.0515,0.05,5.776,0.412,0.05,0.266,17.60,NO DATA,,,,40.673974,-85.831632,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10226,20230727-MISS-B7,20230727-MISS-B7,2107,7,,MISS,Boat,0.0631,3.189,0.26,0.0355,0.05,3.189,0.26,0.05,0.495,26.05,NO DATA,,,,40.689686,-85.89539,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10227,20230727-MISS-B8,20230727-MISS-B8,2108,8,,MISS,Boat,0.0526,4.144,0.267,0.035,0.05,4.144,0.267,0.05,0.554,12.87,NO DATA,,,,40.693033,-85.907493,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10228,20230727-MISS-B9,20230727-MISS-B9,2109,9,,MISS,Boat,0.0426,3.934,0.369,0.026,0.05,3.934,0.369,0.05,0.179,11.85,NO DATA,,,,40.70479,-85.929542,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10229,20230727-MISS-B10,20230727-MISS-B10,2110,10,,MISS,Boat,0.0481,4.044,0.215,0.0285,0.05,4.044,0.215,0.05,0.512,14.85,NO DATA,,,,40.693753,-85.920211,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10230,20230727-MISS-B11,20230727-MISS-B11,2111,11,,MISS,Boat,0.0611,3.691,0.481,0.023,0.05,3.691,0.481,0.05,0.556,13.47,NO DATA,,,,40.713969,-85.93693,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10231,20230727-MISS-B12,20230727-MISS-B12,2112,12,,MISS,Boat,0.0464,4.041,0.261,0.025,0.05,4.041,0.261,0.05,0.499,13.71,NO DATA,,,,40.71127,-85.953781,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10232,20230727-MISS-B13,20230727-MISS-B6,2106,6,,MISS,Boat,0.0657,5.588,0.315,0.0515,0.05,5.588,0.315,0.05,0.251,13.38,NO DATA,,,,40.675079,-85.83543,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10233,20230727-MISS-B14,20230727-MISS-B13,2113,13,,MISS,Boat,,6.6365,,0.061,0.05,6.6365,0.05,0.05,0.175,25.73,NO DATA,,,,40.673793,-85.841281,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10234,20230727-MISS-B15,20230727-MISS-B11,2111,11,,MISS,Boat,0.0543,3.175,0.248,0.0285,0.05,3.175,0.248,0.05,0.464,9.83,NO DATA,,,,40.70744,-85.940211,7,27,2023,FALSE,7/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10235,20230801-FREE-B1,20230801-SHAF-B2,4102,2,,SHAF,Boat,,0.079,,0.2835,0.05,0.05,0.05,0.2835,NO DATA,42.41,NO DATA,,,,40.84098,-86.80489,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10236,20230801-FREE-B2,20230801-SHAF-B2,4102,2,,SHAF,Boat,,0.1075,,0.3215,0.05,0.1075,0.05,0.3215,NO DATA,57.79,NO DATA,,,,40.84085,-86.80495,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10237,20230801-FREE-B3,20230801-SHAF-BLL,NULL,LL,,SHAF,Boat,,,,0.366,0.05,0.05,0.05,0.366,NO DATA,60.43,NO DATA,,,,40.45858,-86.84401,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10238,20230801-FREE-B4,20230801-SHAF-B4,4104,4,,SHAF,Boat,,,,,0.05,0.05,0.05,0.05,NO DATA,70.51,NO DATA,,,,40.84764,-86.81328,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10239,20230801-FREE-B5,20230801-SHAF-B5,4105,5,,SHAF,Boat,,0.034,,0.148,0.05,0.05,0.05,0.148,NO DATA,63.16,NO DATA,,,,40.82398,-86.79523,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10240,20230801-FREE-B6,20230801-SHAF-B6,4106,6,,SHAF,Boat,,,,0.07,0.05,0.05,0.05,0.05,NO DATA,5.06,NO DATA,,,,40.83505,-86.78203,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10241,20230801-FREE-B7,20230801-SHAF-B7,4107,7,,SHAF,Boat,,4.058,,0.0755,0.05,4.058,0.05,0.05,NO DATA,2.19,NO DATA,,,,40.84689,-86.76006,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10242,20230801-FREE-B8,20230801-SHAF-B8,4108,8,,SHAF,Boat,,,,0.08,0.05,0.05,0.05,0.05,NO DATA,17.41,NO DATA,,,,40.81103,-86.79462,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10243,20230801-FREE-B9,20230801-SHAF-B9,4109,9,,SHAF,Boat,,0.3355,,0.076,0.05,0.3355,0.05,0.05,NO DATA,41.19,NO DATA,,,,40.80368,-86.77595,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244,20230801-FREE-B10,20230801-SHAF-B10,4110,10,,SHAF,Boat,,,,0.09,0.05,0.05,0.05,0.05,NO DATA,62.79,NO DATA,,,,40.79456,-86.77386,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10245,20230801-FREE-B11,20230801-SHAF-B11,4111,11,,SHAF,Boat,,0.0765,,0.1305,0.05,0.05,0.05,0.1305,NO DATA,80.32,NO DATA,,,,40.78841,-86.77107,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246,20230801-FREE-B12,20230801-SHAF-B12,4112,12,,SHAF,Boat,,0.0295,,0.1085,0.05,0.05,0.05,0.1085,NO DATA,60.70,NO DATA,,,,40.78156,-86.76209,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10247,20230801-FREE-B13,20230801-SHAF-B4,4104,4,,SHAF,Boat,,0.0065,,0.3895,0.05,0.05,0.05,0.3895,NO DATA,39.25,NO DATA,,,,40.84764,-86.81326,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10248,20230801-FREE-B14,20230801-SHAF-B14,4114,14,,SHAF,Boat,,1.3965,,0.078,0.05,1.3965,0.05,0.05,NO DATA,24.74,NO DATA,,,,40.8065,-86.7851,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249,20230801-FREE-B15,20230801-SHAF-B15,4115,15,,SHAF,Boat,,,,0.084,0.05,0.05,0.05,0.05,NO DATA,74.00,NO DATA,,,,40.80003,-86.77911,8,1,2023,FALSE,8/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10250,20230804-SALA-B1,20230804-SALA-B1,3101,1,,SALA,Boat,,2.3265,,,0.05,2.3265,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.7727,-85.644385,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10251,20230804-SALA-B2,20230804-SALA-B2,3102,2,,SALA,Boat,,2.5015,,,0.05,2.5015,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.771229,-85.647808,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252,20230804-SALA-B3,20230804-SALA-B3,3103,3,,SALA,Boat,,2.651,,,0.05,2.651,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.78083,-85.644176,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253,20230804-SALA-B4,20230804-SALA-B4,3104,4,,SALA,Boat,,2.5235,,,0.05,2.5235,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.783553,-85.638117,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10254,20230804-SALA-B5,20230804-SALA-B5,3105,5,,SALA,Boat,,2.7945,,,0.05,2.7945,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.774898,-85.623652,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10255,20230804-SALA-B6,20230804-SALA-B6,3106,6,,SALA,Boat,,2.7525,,,0.05,2.7525,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.775556,-85.606224,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256,20230804-SALA-B7,20230804-SALA-B7,3107,7,,SALA,Boat,,2.3315,,,0.05,2.3315,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.775584,-85.581607,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257,20230804-SALA-B8,20230804-SALA-B8,3108,8,,SALA,Boat,,2.751,,,0.05,2.751,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.768313,-85.597782,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10258,20230804-SALA-B9,20230804-SALA-B9,3109,9,,SALA,Boat,,2.989,,,0.05,2.989,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.757068,-85.595475,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259,20230804-SALA-B10,20230804-SALA-B10,3110,10,,SALA,Boat,,3.024,,,0.05,3.024,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.75579,-85.582571,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260,20230804-SALA-B11,20230804-SALA-B11,3111,11,,SALA,Boat,,2.3935,,,0.05,2.3935,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.745712,-85.569689,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261,20230804-SALA-B12,20230804-SALA-B12,3112,12,,SALA,Boat,,1.291,,,0.05,1.291,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.7472,-85.549642,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262,20230804-SALA-B13,20230804-SALA-B13,3113,13,,SALA,Boat,,2.697,,,0.05,2.697,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.780725,-85.637589,8,4,2023,FALSE,8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
