UniqueID,BottleNo,True Bottle ID,NumID,Location No,,Lake ID (4 dig.),Sampling Type (B/S),NH4Results,NOxResults,PO4Results,TPResults,NH4 BDL,Nox BDL,PO4 BDL,TP BDL,Microcystin Concentration,Chla (Avg 24 and on),Pheo (Avg 24 and on),NPOC (AVG) mg/L? [TOC],TN (AVG) mg/L? [TOC],Secchi Depth (m),Lat,Long,Month,Day,Year,Exclude,Date,FLIR,TIMEHHMMSS,DATEMMDDYYYY,FILENAME,FAULTCODE,BAROMETERMMHG,CONDSCM,SPCONDSCM,TDSMGL,SALPSU,NLFCONDSCM,DEPTHM,VERTICALPOSITIONM,PRESSUREPSIA,ODOSAT,ODOMGL,ODOCB,GPSLATITUDE,GPSLONGITUDE,ALTITUDEM,ORPMV,PH,PHMV,CABLEPWRV,BATTERYV,TEMPC,TURBIDITYFNU,TSSMGL,SITE
10263,2023922-FM-B1,20230922-FREE-B1,1101,1,,FREE,Boat,,0.03,,,0.05,0.05,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.73124,-86.7551,9,22,2023,FALSE,9/22/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264,2023922-FM-B2,20230922-FREE-B2,1102,2,,FREE,Boat,,0.0285,,,0.05,0.05,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.72328,-86.75626,9,22,2023,FALSE,9/22/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265,2023922-FM-B3,20230922-FREE-B3,1103,3,,FREE,Boat,,0.0165,,,0.05,0.05,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.71057,-86.75513,9,22,2023,FALSE,9/22/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266,2023922-FM-B4,20230922-FREE-B11,1111,11,,FREE,Boat,,0.483,,,0.05,0.483,0.05,0.05,NO DATA,NO DATA,NO DATA,,,,40.69845,-86.761899,9,22,2023,FALSE,9/22/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267,20240516-MISS-B1,20240516-MISS-B1,2101,1,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268,20240516-MISS-B2,20240516-MISS-B2,2102,2,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,20240516-MISS-B3,20240516-MISS-B3,2103,3,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270,20240516-MISS-B4,20240516-MISS-B4,2104,4,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,20240516-MISS-B5,20240516-MISS-B5,2105,5,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272,20240516-MISS-B6,20240516-MISS-B6,2106,6,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273,20240516-MISS-B7,20240516-MISS-B7,2107,7,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274,20240516-MISS-B8,20240516-MISS-B8,2108,8,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,20240516-MISS-B9,20240516-MISS-B9,2109,9,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10276,20240516-MISS-B10,20240516-MISS-B10,2110,10,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10277,20240516-MISS-B11,20240516-MISS-B11,2111,11,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278,20240516-MISS-B12,20240516-MISS-B12,2112,12,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279,20240516-MISS-B13,20240516-MISS-B13,2113,13,,MISS,Boat,,,,,0.05,0.05,0.05,0.05,NULL,NULL,NULL,,,,,,5,16,2024,,5/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10280,20240530-MISS-S1,20240530-MISS-S1,2201,1,,MISS,Shore,0.0237,2.346,0.022,,0.05,2.346,0.05,0.05,NULL,15.24,4.416666667,3.423036293,1.417308304,,,,5,30,2024,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10281,20240530-MISS-S2,20240530-MISS-S2,2202,2,,MISS,Shore,0.0121,2.141,0.022,,0.05,2.141,0.05,0.05,NULL,30.76,3.676666667,3.674097246,1.36044916,,,,5,30,2024,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282,20240530-MISS-S3,20240530-MISS-S3,2203,3,,MISS,Shore,0.0153,2.313,0.028,,0.05,2.313,0.05,0.05,NULL,24.09,10.18333333,4.1235466,1.315832415,,,,5,30,2024,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283,20240530-MISS-S4,20240530-MISS-S4,2204,4,,MISS,Shore,0.0135,2.08,0.02,,0.05,2.08,0.05,0.05,NULL,32.55,8.52,3.442268705,1.228503299,,,,5,30,2024,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10284,20240530-MISS-S5,20240530-MISS-S5,2205,5,,MISS,Shore,0.0129,2.207,0.02,,0.05,2.207,0.05,0.05,NULL,55.44,5.736666667,3.212519344,1.085131198,,,,5,30,2024,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285,20240530-MISS-S6,20240530-MISS-S6,2206,6,,MISS,Shore,0.0134,2.094,0.012,,0.05,2.094,0.05,0.05,NULL,74.26,5.776666667,2.875692227,0.996985921,,,,5,30,2024,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286,20240530-MISS-S7,20240530-MISS-S7,2207,7,,MISS,Shore,0.0134,2.256,0.013,,0.05,2.256,0.05,0.05,NULL,32.15,9.223333333,3.020715013,1.068535945,,,,5,30,2024,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287,20240530-MISS-S8,20240530-MISS-S8,2208,8,,MISS,Shore,0.0257,2.286,0.003,,0.05,2.286,0.05,0.05,NULL,31.98,8.14,3.04358599,1.877010406,,,,5,30,2024,,5/30/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288,20240604-SHAF-B5,20240604-SHAF-B5,4105,5,,SHAF,Boat,-0.0024,3.635,0.335,0.014342002,0.05,3.635,0.335,0.05,NULL,50.60,10.07,2.777202492,1.523979779,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289,20240604-SHAF-B6,20240604-SHAF-B6,4106,6,,SHAF,Boat,0.0114,3.283,0.246,0.014342002,0.05,3.283,0.246,0.05,NULL,1.46,2.466666667,3.417826228,2.301063372,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10290,20240604-SHAF-B8,20240604-SHAF-B8,4108,8,,SHAF,Boat,0.0171,5.709,0.242,,0.05,5.709,0.242,0.05,NULL,1.72,2.9,2.51427878,3.293454208,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10291,20240604-SHAF-B9,20240604-SHAF-B9,4109,9,,SHAF,Boat,0.0075,2.532,0.235,0.006461781,0.05,2.532,0.235,0.05,NULL,23.37,15.71666667,3.564456759,2.604955319,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292,20240604-SHAF-B10,20240604-SHAF-B10,4110,10,,SHAF,Boat,-0.0039,3.533,0.242,0.012765957,0.05,3.533,0.242,0.05,NULL,26.55,3.726666667,3.225689669,2.221559104,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10293,20240604-SHAF-B11,20240604-SHAF-B11,4111,11,,SHAF,Boat,-0.0031,5.037,0.242,0.014342002,0.05,5.037,0.242,0.05,NULL,41.64,32.41,3.577602945,3.388092537,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294,20240604-SHAF-B12,20240604-SHAF-B12,4112,12,,SHAF,Boat,0.0281,3.994,0.241,,0.05,3.994,0.241,0.05,NULL,28.05,24.44,3.355634657,2.642891366,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295,20240604-SHAF-B14,20240604-SHAF-B14,4114,14,,SHAF,Boat,0.0145,3.213,0.254,,0.05,3.213,0.254,0.05,NULL,3.83,3.25,3.335915379,2.303081246,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296,20240604-SHAF-B15,20240604-SHAF-B15,4115,15,,SHAF,Boat,0.0003,3.619,0.21,,0.05,3.619,0.21,0.05,NULL,16.78,2.78,3.084115363,2.179183733,,,,6,4,2024,,6/4/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297,20240606-SALA-B1,20240606-SALA-B1,3101,1,,SALA,Boat,-0.4957,2.815,0.027,0.01802097,0.05,2.815,0.05,0.05,NULL,34.30,20.30666667,3.580014363,1.413091478,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298,20240606-SALA-B2,20240606-SALA-B2,3102,2,,SALA,Boat,-0.495,4.469,0.062,0.028289474,0.05,4.469,0.05,0.05,NULL,22.14,10.87666667,3.539470358,1.850689247,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299,20240606-SALA-B3,20240606-SALA-B3,3103,3,,SALA,Boat,-0.5017,3.435,0.038,0.01802097,0.05,3.435,0.05,0.05,NULL,19.31,4.336666667,3.936766953,2.120430116,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,20240606-SALA-B4,20240606-SALA-B4,3104,4,,SALA,Boat,-0.5008,2.653,0.011,0.00491481,0.05,2.653,0.05,0.05,NULL,25.56,35.67,3.68189417,1.845792287,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,20240606-SALA-B5,20240606-SALA-B5,3105,5,,SALA,Boat,-0.5021,3.198,0.026,,0.05,3.198,0.05,0.05,NULL,18.09,23.65666667,3.664740937,1.850893287,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10302,20240606-SALA-B6,20240606-SALA-B6,3106,6,,SALA,Boat,-0.5073,2.917,0.002,,0.05,2.917,0.05,0.05,NULL,24.13,33.02,3.910603941,1.894965925,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303,20240606-SALA-B7,20240606-SALA-B7,3107,7,,SALA,Boat,-0.5004,2.694,-0.002,0.019070134,0.05,2.694,0.05,0.05,NULL,50.43,56.09,3.950108356,1.255300551,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304,20240606-SALA-B8,20240606-SALA-B8,3108,8,,SALA,Boat,-0.5052,2.895,0.001,,0.05,2.895,0.05,0.05,NULL,33.97,38.23,3.930356149,1.312159695,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305,20240606-SALA-B9,20240606-SALA-B9,3109,9,,SALA,Boat,-0.5032,2.073,-0.003,-0.00163827,0.05,2.073,0.05,0.05,NULL,41.14,39.87666667,3.263979043,0.945431817,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306,20240606-SALA-B10,20240606-SALA-B10,3110,10,,SALA,Boat,-0.5015,2.028,-0.001,0.010197368,0.05,2.028,0.05,0.05,NULL,43.47,38.27666667,3.261899863,1.416900224,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307,20240606-SALA-B13,20240606-SALA-B13,3113,13,,SALA,Boat,-0.5012,3.312,0.038,,0.05,3.312,0.05,0.05,NULL,23.45,6.87,3.894490298,1.402345372,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308,20240606-SALA-B14,20240606-SALA-B14,3114,14,,SALA,Boat,-0.5065,2.693,0.051,0.023355263,0.05,2.693,0.05,0.05,NULL,8.43,11.79666667,3.558702771,1.844976127,,,,6,6,2024,,6/6/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10309,20240612-MISS-B1,20240612-MISS-B1,2101,1,,MISS,Boat,0.001933333,2.430666667,0.065333333,,0.05,2.430666667,0.05,0.05,NULL,64.91,39.33,2.981730393,0.962163096,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310,20240612-MISS-B2,20240612-MISS-B2,2102,2,,MISS,Boat,0.076,2.487333333,0.065666667,,0.05,2.487333333,0.05,0.05,NULL,39.72,22.23666667,3.092446714,1.474031422,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10311,20240612-MISS-B3,20240612-MISS-B3,2103,3,,MISS,Boat,0.006666667,2.436333333,0.044,,0.05,2.436333333,0.05,0.05,NULL,87.56,58.535,2.984329368,1.397924505,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312,20240612-MISS-B4,20240612-MISS-B4,2104,4,,MISS,Boat,0.022166667,3.011666667,0.023333333,,0.05,3.011666667,0.05,0.05,NULL,42.01,11.33333333,2.701560923,1.762339931,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10313,20240612-MISS-B5,20240612-MISS-B5,2105,5,,MISS,Boat,0.0102,2.513,0.036,,0.05,2.513,0.05,0.05,NULL,71.33,4.48,2.979131419,1.234624498,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10314,20240612-MISS-B6,20240612-MISS-B6,2106,6,,MISS,Boat,0.0164,2.335,0.018,,0.05,2.335,0.05,0.05,NULL,40.77,34.32,3.251503964,1.222654152,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10315,20240612-MISS-B7,20240612-MISS-B7,2107,7,,MISS,Boat,-0.0068,1.713,0.04,,0.05,1.713,0.05,0.05,NULL,61.83,5.3,2.906360128,0.95468163,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10316,20240612-MISS-B8,20240612-MISS-B8,2108,8,,MISS,Boat,0.024633333,2.658333333,0.064,,0.05,2.658333333,0.05,0.05,NULL,38.69,26.08,3.026952552,1.502597021,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10317,20240612-MISS-B9,20240612-MISS-B9,2109,9,,MISS,Boat,0.0231,2.427,0.06,,0.05,2.427,0.05,0.05,NULL,16.74,8.1,3.309720997,1.743160171,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10318,20240612-MISS-B10,20240612-MISS-B10,2110,10,,MISS,Boat,0.006,2.351,0.059,,0.05,2.351,0.05,0.05,NULL,20.55,27.79666667,2.957819826,1.543405019,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10319,20240612-MISS-B11,20240612-MISS-B11,2111,11,,MISS,Boat,-0.0071,2.38,0.069,,0.05,2.38,0.05,0.05,NULL,48.42,37.995,3.085169585,1.566053458,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320,20240612-MISS-B12,20240612-MISS-B12,2112,12,,MISS,Boat,-0.0012,2.264,0.068,,0.05,2.264,0.05,0.05,NULL,37.89,39.58,3.338829513,1.601964497,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10321,20240612-MISS-B13,20240612-MISS-B13,2113,13,,MISS,Boat,0.0043,2.353,0.025,,0.05,2.353,0.05,0.05,NULL,NULL,NULL,3.060219428,1.571766578,,,,6,12,2024,,6/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10322,20240613-SHAF-B1,20240613-SHAF-B1,4101,1,,SHAF,Boat,0.0026,2.279,0.154,0.011842105,0.05,2.279,0.154,0.05,0.15,33.07,45.78,2.472817733,1.440237974,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10323,20240613-SHAF-B5,20240613-SHAF-B5,4105,5,,SHAF,Boat,-0.0014,2.58,0.252,0.005263158,0.05,2.58,0.252,0.05,0.207670005,48.20,15.3,2.703887226,1.649289805,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10324,20240613-SHAF-B6,20240613-SHAF-B6,4106,6,,SHAF,Boat,-0.003,3.729,0.256,-0.00327654,0.05,3.729,0.256,0.05,0.153145187,0.69,1.61,2.668493649,1.716485036,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10325,20240613-SHAF-B8,20240613-SHAF-B8,4108,8,,SHAF,Boat,0.0194,4.368,0.118,-0.01146789,0.05,4.368,0.118,0.05,0.054058683,4.10,2.326666667,2.118376345,2.443928909,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10326,20240613-SHAF-B9,20240613-SHAF-B9,4109,9,,SHAF,Boat,0.0169,2.701,0.22,0.0163827,0.05,2.701,0.22,0.05,0.050012079,26.65,32.94666667,2.78680932,1.153094387,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10327,20240613-SHAF-B10,20240613-SHAF-B10,4110,10,,SHAF,Boat,0.0479,2.539,0.165,-0.00819135,0.05,2.539,0.165,0.05,0.123009385,17.51,18.7,2.511750667,1.476357933,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10328,20240613-SHAF-B11,20240613-SHAF-B11,4111,11,,SHAF,Boat,0.0021,2.672,0.188,-0.00491481,0.05,2.672,0.188,0.05,0.447664309,44.85,42.49333333,2.987035839,1.87650251,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10329,20240613-SHAF-B12,20240613-SHAF-B12,4112,12,,SHAF,Boat,-0.0097,2.761,0.239,-0.00327654,0.05,2.761,0.239,0.05,0.803744198,40.43,21.55333333,2.834843459,1.707606387,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10330,20240613-SHAF-B14,20240613-SHAF-B14,4114,14,,SHAF,Boat,0.0199,2.676,0.176,0.00163827,0.05,2.676,0.176,0.05,0.201735149,8.52,4.713333333,2.301917321,1.404925164,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10331,20240613-SHAF-B15,20240613-SHAF-B15,4115,15,,SHAF,Boat,-0.01,2.508,0.193,-0.00491481,0.05,2.508,0.193,0.05,0.070698538,20.92,7.153333333,2.550683602,1.580883849,,,,6,13,2024,,6/13/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10332,20240617-SALA-B1,20240617-SALA-B1,3101,1,,SALA,Boat,-0.5055,2.69,0,,0.05,2.69,0.05,0.05,NULL,21.40,34.28,4.034834931,1.231631912,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10333,20240617-SALA-B2,20240617-SALA-B2,3102,2,,SALA,Boat,-0.5084,2.584,0.003,0,0.05,2.584,0.05,0.05,NULL,22.37,39.64333333,3.887732964,1.795598449,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10334,20240617-SALA-B3,20240617-SALA-B3,3103,3,,SALA,Boat,-0.4976,2.709,0.003,0.013486842,0.05,2.709,0.05,0.05,NULL,24.17,42.08666667,4.015602518,1.840079168,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10335,20240617-SALA-B4,20240617-SALA-B4,3104,4,,SALA,Boat,-0.5006,2.425,0.003,,0.05,2.425,0.05,0.05,NULL,54.16,88.8,4.013003544,1.76886921,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10336,20240617-SALA-B5,20240617-SALA-B5,3105,5,,SALA,Boat,-0.4989,2.64,0.001,0.005263158,0.05,2.64,0.05,0.05,0.135745059,18.95,37.28666667,4.020800468,1.77580657,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10337,20240617-SALA-B6,20240617-SALA-B6,3106,6,,SALA,Boat,-0.5025,2.324,0.003,,0.05,2.324,0.05,0.05,0.149683643,27.73,50.90666667,3.857065063,1.629509896,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10338,20240617-SALA-B7,20240617-SALA-B7,3107,7,,SALA,Boat,-0.5044,2.622,0.001,,0.05,2.622,0.05,0.05,0.15423945,52.91,80.48333333,4.110724991,1.77478637,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10339,20240617-SALA-B8,20240617-SALA-B8,3108,8,,SALA,Boat,-0.5061,2.761,0.001,-0.00163827,0.05,2.761,0.05,0.05,0.144224918,39.90,56.64,4.046790214,1.797434809,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10340,20240617-SALA-B9,20240617-SALA-B9,3109,9,,SALA,Boat,-0.5101,2.709,0.002,,0.05,2.709,0.05,0.05,0.202722073,37.86,40.18333333,4.188174437,1.837630688,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10341,20240617-SALA-B10,20240617-SALA-B10,3110,10,,SALA,Boat,-0.5013,2.77,0.002,,0.05,2.77,0.05,0.05,0.221735034,28.84,40.20666667,4.028597392,1.855994287,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10342,20240617-SALA-B13,20240617-SALA-B13,3113,13,,SALA,Boat,-0.5021,2.595,0.001,,0.05,2.595,0.05,0.05,0.199890543,29.03,50.21333333,4.070180986,1.802535809,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343,20240617-SALA-B14,20240617-SALA-B14,3114,14,,SALA,Boat,-0.6803,2.668,0.001,0.074342105,0.05,2.668,0.05,0.05,0.16155635,22.33,36.4,4.042631855,1.78478433,,,,6,17,2024,,6/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10344,20240619-SHAF-B5,20240619-SHAF-B5,4105,5,,SHAF,Boat,0.0172,2.165,-0.036,,0.05,2.165,0.05,0.05,0.15,43.44,51.44666667,2.421244236,1.529629828,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10345,20240619-SHAF-B6,20240619-SHAF-B6,4106,6,,SHAF,Boat,0.0133,1.666,-0.04,,0.05,1.666,0.05,0.05,0.159719735,1.20,2.4,3.023609201,1.503599243,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346,20240619-SHAF-B8,20240619-SHAF-B8,4108,8,,SHAF,Boat,0.0347,3.741,0.18,0.003309693,0.05,3.741,0.18,0.05,0.15,8.68,8.703333333,273.7028962,1.947733491,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10347,20240619-SHAF-B9,20240619-SHAF-B9,4109,9,,SHAF,Boat,0.0139,4.365,0.269,0.01749409,0.05,4.365,0.269,0.05,0.109032539,53.93,45.32666667,3.944516355,2.431418085,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348,20240619-SHAF-B10,20240619-SHAF-B10,4110,10,,SHAF,Boat,0.0099,3.898,0.16,0.014342002,0.05,3.898,0.16,0.05,0.15,24.01,23.29666667,2.946080414,2.385814114,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10349,20240619-SHAF-B11,20240619-SHAF-B11,4111,11,,SHAF,Boat,0.0193,4.969,0.199,,0.05,4.969,0.199,0.05,0.171634316,56.91,43.74,3.007766362,2.648743203,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350,20240619-SHAF-B12,20240619-SHAF-B12,4112,12,,SHAF,Boat,0.017,4.941,0.17,,0.05,4.941,0.17,0.05,0.15,37.58,33.16333333,3.280296902,2.891089969,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10351,20240619-SHAF-B14,20240619-SHAF-B14,4114,14,,SHAF,Boat,0.0064,3.512,0.163,,0.05,3.512,0.163,0.05,0.15,7.66,9.343333333,2.593661516,2.061945205,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352,20240619-SHAF-B15,20240619-SHAF-B15,4115,15,,SHAF,Boat,0.0162,3.94,0.174,0.022222222,0.05,3.94,0.174,0.05,0.06911874,24.08,17.25666667,2.722089637,1.4878652,,,,6,19,2024,,6/19/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10353,20240624-MISS-B1,20240624-MISS-B1,2101,1,,MISS,Boat,0.0021,1.645,-0.004,0.077093909,0.05,1.645,0.05,0.05,1.050276698,14.80,25.05333333,2.716634977,1.233876352,,,,6,24,2024,,6/24/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10354,20240624-MISS-B2,20240624-MISS-B2,2102,2,,MISS,Boat,-0.002,1.724,-0.005,,0.05,1.724,0.05,0.05,0.308444065,19.43,29.52,2.885048535,1.328550908,,,,6,24,2024,,6/24/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10355,20240624-MISS-B3,20240624-MISS-B3,2103,3,,MISS,Boat,-0.0038,1.7,-0.004,-0.006979695,0.05,1.7,0.05,0.05,0.603037917,31.14,41.24666667,2.785767703,1.315900428,,,,6,24,2024,,6/24/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10356,20240624-MISS-B4,20240624-MISS-B4,2104,4,,MISS,Boat,-0.0024,1.705,-0.003,,0.05,1.705,0.05,0.05,1.435006672,27.82,37.33,2.748862262,1.333855948,,,,6,24,2024,,6/24/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10357,20240624-MISS-B5,20240624-MISS-B5,2105,5,,MISS,Boat,0.0066,1.612,0,,0.05,1.612,0.05,0.05,0.770661976,28.05,40.29333333,2.6116364,1.260605591,,,,6,24,2024,,6/24/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
